age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back
64,Male,Single,High School,52237.59,4353.13,Employed,0.092,618,20849.39,Vacation,10.37,36,676.38,D3,2,77012.09,61495.01,2,0,2,1
45,Male,Single,High School,79628.48,6635.71,Employed,0.371,610,5207.06,Debt consolidation,16.85,36,185.26,D4,4,63957.46,56832.9,2,0,3,1
37,Male,Married,Bachelor's,22971.94,1914.33,Employed,0.2,658,5035.55,Vacation,14.08,36,172.3,D5,4,26659.64,11694.49,1,0,1,1
33,Female,Married,High School,83048.29,6920.69,Self-employed,0.272,679,24230.4,Home,10.24,36,784.58,C4,6,121497.38,47106.03,2,0,2,1
40,Male,Married,Bachelor's,39712.61,3309.38,Employed,0.103,698,7284.14,Debt consolidation,14.4,36,250.37,C2,3,58720.17,9199.33,1,0,1,1
45,Male,Married,Master's,32424.86,2702.07,Employed,0.34,693,26811.67,Debt consolidation,13.66,36,911.94,C4,7,32131.94,6790.11,2,0,3,1
24,Male,Married,Bachelor's,29833.38,2486.12,Employed,0.155,702,16174.13,Home,14.4,36,555.94,C1,12,33112.31,27126.41,3,0,3,1
30,Male,Single,Bachelor's,19877.59,1656.47,Employed,0.096,686,500,Education,10.48,36,16.25,C2,5,28462.62,21560.06,2,0,2,1
23,Female,Single,Bachelor's,21285.75,1773.81,Employed,0.186,689,16560.84,Home,10,36,534.37,C3,6,34067.89,7285.31,1,0,2,1
61,Female,Married,High School,19454.84,1621.24,Retired,0.251,671,16043.45,Medical,14.16,36,549.57,C4,8,21040.31,17789.79,3,0,3,1
65,Female,Single,Master's,18330.28,1527.52,Self-employed,0.178,645,19043.07,Debt consolidation,12.5,36,637.06,D1,2,28036.56,2496.71,2,0,3,1
38,Female,Married,Bachelor's,44688.65,3724.05,Employed,0.226,850,11989.13,Debt consolidation,9.43,36,383.66,A2,4,36254.69,25669.06,0,0,0,1
67,Female,Single,Bachelor's,124297.06,10358.09,Employed,0.099,659,18344.33,Home,12.96,60,417.01,D4,7,159832.47,145576.57,1,0,1,1
56,Female,Divorced,Master's,22466.9,1872.24,Employed,0.295,682,3661.94,Home,14.49,60,86.14,C1,7,20491.56,7769.43,2,1,2,1
67,Male,Single,Bachelor's,29840.73,2486.73,Unemployed,0.151,678,500,Other,14.77,36,17.28,C5,2,38813.15,33259.75,2,0,2,0
42,Female,Single,High School,63740.21,5311.68,Employed,0.37,803,676.46,Medical,8.92,60,14.02,A1,5,64856.86,46550.93,3,0,3,1
54,Male,Married,Master's,19288.35,1607.36,Retired,0.121,689,9257.05,Debt consolidation,12.1,36,307.91,C3,7,22917.77,10497.95,0,0,0,1
67,Male,Single,Bachelor's,15243.4,1270.28,Self-employed,0.084,776,5702.54,Business,10.82,36,186.21,B1,5,17891.91,10543.42,1,0,1,1
28,Female,Divorced,Master's,11044.1,920.34,Unemployed,0.164,674,4866.56,Other,12.39,36,162.55,C2,5,21478.74,18951.92,2,0,3,0
60,Male,Single,High School,36500.32,3041.69,Employed,0.13,612,11551.59,Business,12.26,36,385.11,D4,4,57451.7,33828.05,3,0,5,1
69,Male,Married,High School,24107.13,2008.93,Unemployed,0.215,752,12209.12,Debt consolidation,10.06,36,394.3,B5,6,32532.54,28058.04,2,0,4,0
64,Male,Single,Master's,15994.81,1332.9,Employed,0.19,620,8515.65,Education,12.27,36,283.94,D1,2,17824.79,15100.76,1,0,2,1
39,Male,Married,Bachelor's,23529.13,1960.76,Student,0.292,786,17300.93,Medical,9.21,60,360.9,B2,6,24127.55,3078.47,4,0,4,0
62,Male,Married,Bachelor's,59148.72,4929.06,Employed,0.141,651,17441.37,Car,13.09,36,588.43,D2,7,59798.14,46073.26,2,0,3,1
61,Male,Married,Bachelor's,27186.76,2265.56,Self-employed,0.181,678,1873.79,Home,10.21,36,60.65,C2,5,24262.91,4698.52,1,0,1,0
57,Female,Married,Bachelor's,57774.43,4814.54,Employed,0.361,675,22560.84,Other,12.7,36,756.91,C1,6,63538.24,24375.68,3,0,3,1
26,Female,Single,High School,45418.41,3784.87,Employed,0.173,627,4033.67,Education,12.65,60,91.06,D3,3,39293.39,30670.27,2,0,3,0
72,Male,Divorced,Bachelor's,38137.47,3178.12,Employed,0.062,821,500,Other,10,60,10.62,A5,3,46013.15,36644.15,0,0,0,1
46,Female,Married,High School,34480.79,2873.4,Employed,0.24,668,13540.46,Debt consolidation,10.88,36,442.53,D5,3,26954.17,5324.61,3,0,3,1
54,Male,Married,Bachelor's,51964.42,4330.37,Employed,0.123,573,12986.71,Debt consolidation,14.41,36,446.45,F3,5,77209.04,17522.48,0,0,0,1
65,Male,Married,PhD,41313.01,3442.75,Employed,0.017,731,20919.61,Other,11.15,36,686.37,C5,7,38032.19,34321.33,2,0,2,1
26,Male,Single,Bachelor's,38912.54,3242.71,Student,0.231,569,25194.72,Debt consolidation,18.51,36,917.31,F4,1,58810.79,38442.97,0,0,1,0
57,Female,Married,Master's,10808.73,900.73,Self-employed,0.254,662,11831.57,Education,7.31,60,236.01,D2,7,12413.16,3424.51,3,0,4,1
53,Male,Single,High School,28718.17,2393.18,Self-employed,0.289,614,2687.91,Education,13.56,36,91.29,D1,6,28079.15,12029.34,2,0,2,1
73,Female,Married,Master's,13663.43,1138.62,Self-employed,0.107,681,4657.02,Home,12.51,60,104.8,C5,5,22146.46,1665.45,2,0,2,1
42,Female,Single,Bachelor's,18095.03,1507.92,Employed,0.287,800,3555.12,Car,9.54,36,113.95,A5,4,22028.11,20522.7,2,1,3,1
41,Female,Single,Bachelor's,63308.55,5275.71,Unemployed,0.08,708,5154.64,Business,10.22,36,166.86,C5,6,49401.37,33998.26,0,0,0,1
26,Female,Widowed,Bachelor's,31472.48,2622.71,Employed,0.114,582,26234.13,Debt consolidation,15.46,36,915.34,E2,3,25762.79,3339.76,3,0,3,1
26,Female,Divorced,Bachelor's,93135.25,7761.27,Employed,0.182,587,25596.17,Debt consolidation,17.79,36,922.67,E3,5,107790.42,35072.83,1,0,1,1
75,Male,Married,Bachelor's,53324.92,4443.74,Employed,0.082,724,8388.4,Business,12.17,36,279.3,C4,1,70122.31,4993.61,0,0,0,1
68,Male,Married,High School,22873.54,1906.13,Employed,0.07,743,17657.28,Car,10.52,36,574.07,B4,9,41436.06,18082.13,1,0,1,1
24,Female,Married,High School,26976.98,2248.08,Employed,0.225,637,22242.03,Debt consolidation,11.62,36,734.72,D2,5,40647.66,31231.66,2,0,2,1
50,Female,Married,Master's,50808.64,4234.05,Unemployed,0.157,735,3969.46,Debt consolidation,12.09,36,132.01,C5,1,56923.14,26168.36,1,0,1,0
31,Male,Single,Other,47835.59,3986.3,Employed,0.246,588,12431.88,Debt consolidation,13.39,36,421.22,E5,9,78714.48,32674.97,6,0,6,1
50,Male,Divorced,High School,61480.74,5123.39,Employed,0.303,724,18025.6,Car,13.85,60,418.02,C3,3,81234.73,40626.16,5,0,5,1
51,Male,Married,Bachelor's,9307.85,775.65,Employed,0.09,762,21276.93,Other,14.08,36,728.02,B5,6,19788.72,3742.43,1,0,2,1
44,Male,Married,High School,13431.62,1119.3,Employed,0.297,751,5080.68,Debt consolidation,13.46,60,116.8,B2,6,20437.89,13529.74,4,0,4,1
75,Male,Divorced,High School,23993.54,1999.46,Employed,0.234,727,24006.13,Home,9.47,60,503.82,C5,6,20359.73,13444.22,1,0,1,1
29,Female,Married,Bachelor's,51467.82,4288.98,Employed,0.231,550,4521.04,Business,15.64,36,158.14,F1,6,81046.39,16894.89,3,0,3,0
75,Female,Single,Master's,55555.94,4629.66,Self-employed,0.065,645,9825.75,Debt consolidation,13.77,60,227.46,D3,5,49995.64,26768.05,1,0,1,1
23,Female,Divorced,High School,6287.06,523.92,Employed,0.179,658,21085.66,Debt consolidation,14.1,36,721.68,D5,7,15011.62,5884.79,3,0,3,1
71,Female,Married,Master's,20356.12,1696.34,Unemployed,0.15,656,3238.74,Debt consolidation,11.37,36,106.6,D2,5,28694.49,10758.29,4,0,6,0
51,Female,Married,High School,48284.34,4023.7,Employed,0.325,599,500,Education,14.4,36,17.19,E1,7,50202.34,40149.56,0,0,1,1
60,Male,Single,Master's,18700.25,1558.35,Employed,0.09,850,20225.09,Medical,10.69,60,436.62,A3,5,17209.87,15439.19,0,1,0,1
57,Male,Married,Bachelor's,40940.69,3411.72,Employed,0.404,610,18388.97,Car,12.68,60,415.4,D5,3,40754.84,8174.35,2,0,3,1
56,Female,Married,Bachelor's,45802.09,3816.84,Employed,0.143,596,12114.66,Debt consolidation,16.03,36,426.09,E2,6,66104.24,42866.75,1,0,2,1
44,Female,Married,Master's,25843.67,2153.64,Employed,0.138,635,8589.11,Business,10.34,36,278.52,D5,4,22087.15,17938.65,7,0,7,1
51,Male,Married,High School,36483.8,3040.32,Employed,0.306,768,19357.92,Medical,11.42,36,637.61,B4,3,37852.59,26086.93,3,0,3,1
26,Other,Single,High School,32235.78,2686.32,Employed,0.213,667,37165.12,Debt consolidation,10.86,36,1214.28,D4,4,27195.93,18914.49,3,2,4,0
22,Male,Married,High School,47435.35,3952.95,Unemployed,0.173,784,24234.32,Debt consolidation,9.3,36,774.03,B4,6,43108.7,27272.25,1,0,1,1
40,Male,Divorced,Bachelor's,30592.29,2549.36,Employed,0.241,640,23327.18,Debt consolidation,13.68,36,793.65,D5,3,48341.42,11789.23,3,0,3,1
48,Male,Single,High School,11750.02,979.17,Employed,0.098,679,17841.5,Debt consolidation,14.22,36,611.69,C3,3,19717.22,16911.77,4,0,4,1
31,Male,Single,Bachelor's,49331.17,4110.93,Employed,0.104,713,1769.85,Car,9.28,36,56.51,C4,7,69823.68,20873.45,2,0,2,1
24,Female,Single,High School,34650.65,2887.55,Student,0.185,610,8146.24,Car,13.51,36,276.48,D4,7,43641.99,30024.15,3,0,4,0
35,Female,Divorced,High School,49122.16,4093.51,Employed,0.077,605,16624.63,Medical,10.78,60,359.64,E1,2,67579.89,25349.75,2,0,4,1
26,Male,Married,Other,21267.83,1772.32,Employed,0.224,765,13262.23,Car,8.58,36,419.15,B1,9,38247.58,4591.7,0,0,0,1
74,Female,Divorced,Master's,30095.21,2507.93,Retired,0.173,559,23453.96,Debt consolidation,16.85,36,834.45,F5,2,46097.1,17680.13,2,0,2,1
69,Female,Married,High School,26078.01,2173.17,Employed,0.128,627,21334.34,Medical,9.02,36,678.62,D3,6,27165.01,22196.3,0,0,0,1
50,Female,Married,Master's,60838.08,5069.84,Retired,0.186,733,28107.47,Debt consolidation,11.73,36,929.95,C4,3,56247.77,25785.25,1,0,1,1
58,Female,Married,Bachelor's,52943.14,4411.93,Employed,0.172,741,5545.74,Home,12.31,36,185.02,B2,5,35507.56,9943.37,3,0,3,1
71,Male,Single,High School,87359.87,7279.99,Employed,0.233,693,36291.6,Vacation,15.21,36,1261.8,C1,6,109887.22,87963.95,1,2,1,1
22,Female,Single,Bachelor's,33048.31,2754.03,Employed,0.285,659,11800.02,Education,12.17,36,392.89,D1,8,36469.98,3301.63,2,0,5,1
35,Male,Married,PhD,16709.7,1392.48,Self-employed,0.048,841,28895.72,Debt consolidation,9.98,36,932.11,A4,6,25170.4,7968.02,2,1,3,1
31,Female,Single,Master's,18941.11,1578.43,Employed,0.276,717,8275.15,Debt consolidation,9.95,36,266.82,C5,7,30510.05,4745.29,0,0,0,1
28,Male,Single,Master's,61312.35,5109.36,Self-employed,0.283,789,20023.85,Car,9.61,36,642.45,B3,7,95494.66,39774.75,2,0,2,1
46,Female,Single,Bachelor's,78404.8,6533.73,Employed,0.141,709,35948.35,Business,9.18,36,1146.16,C2,4,82629.2,25301.52,1,0,2,1
71,Female,Single,Bachelor's,16024.66,1335.39,Unemployed,0.249,649,6163.56,Debt consolidation,13,60,140.24,D5,5,13651.42,11866.7,4,0,4,0
65,Male,Single,Bachelor's,26242.96,2186.91,Employed,0.306,784,23543.6,Debt consolidation,9.55,36,754.72,B1,7,20457.81,3965.08,6,0,6,1
64,Male,Married,Master's,18176.81,1514.73,Employed,0.042,591,21101.94,Debt consolidation,17.08,36,753.18,E3,8,33147.78,28138.09,4,0,4,1
25,Female,Single,Master's,117590.21,9799.18,Employed,0.146,643,13219.13,Education,12.62,36,442.99,D3,7,179861.1,10910.15,7,0,9,1
26,Female,Single,High School,44714.79,3726.23,Unemployed,0.236,712,22353.09,Car,12.9,36,752.09,C1,7,31161.9,28141.73,1,0,2,0
46,Male,Single,Bachelor's,20958.91,1746.58,Employed,0.262,737,13997.53,Debt consolidation,9.43,60,293.5,C2,3,18607.06,2332.61,4,2,4,0
74,Female,Married,Bachelor's,20285.13,1690.43,Unemployed,0.061,600,22907.11,Debt consolidation,15.77,36,802.75,E3,3,18086.34,8448.5,0,0,1,0
24,Male,Married,High School,84786.78,7065.56,Employed,0.171,620,17237.18,Debt consolidation,10.59,36,560.98,D4,3,75897.89,63854.66,0,0,0,1
39,Male,Married,Bachelor's,52190.68,4349.22,Employed,0.351,635,18568.82,Car,14.52,36,639.34,D4,4,77127.09,47533.17,3,0,4,1
40,Male,Married,PhD,36197.65,3016.47,Employed,0.284,679,17985.67,Medical,14.41,60,422.33,C4,5,42173.26,4710.43,1,0,1,1
53,Male,Single,Other,27422.65,2285.22,Employed,0.209,577,3818.93,Medical,11.59,36,126.1,F4,6,40235.78,22728.73,3,0,3,1
40,Female,Single,Master's,27852.35,2321.03,Employed,0.088,622,5539.42,Debt consolidation,12.48,36,185.26,D5,3,23777.72,10941.18,3,0,3,1
69,Female,Single,High School,15436.45,1286.37,Unemployed,0.185,579,5483.09,Vacation,11.6,36,181.07,F3,5,14497.42,7583.03,1,0,2,0
32,Male,Divorced,Bachelor's,23214.33,1934.53,Employed,0.252,616,4213.41,Debt consolidation,15.12,36,146.31,D4,6,23344.1,1720.94,3,0,3,1
67,Female,Married,High School,26981.64,2248.47,Unemployed,0.154,679,11273.19,Other,9.68,36,362.06,C1,7,30032.32,24152.79,1,0,1,0
21,Male,Single,Bachelor's,32704.89,2725.41,Employed,0.193,655,500,Car,14.57,36,17.23,D3,7,34479.01,5660.01,2,0,2,1
46,Female,Single,Master's,33809.66,2817.47,Retired,0.098,810,16986.9,Debt consolidation,10.77,60,367.39,A2,8,30436.61,25836.41,1,0,2,1
34,Male,Married,PhD,63088.85,5257.4,Employed,0.106,687,7432.08,Other,12.74,60,168.12,C1,7,39684.24,21109.47,4,0,4,1
58,Female,Single,Master's,22909.25,1909.1,Employed,0.129,703,17705.45,Car,10.35,36,574.22,C5,3,15320.6,13264.1,1,0,1,1
57,Female,Married,High School,82407.15,6867.26,Employed,0.01,712,16686.18,Debt consolidation,9.62,36,535.44,C3,9,81681.33,28234.11,2,0,2,1
31,Male,Married,High School,33044.17,2753.68,Retired,0.55,645,6884.23,Car,16.44,60,169.02,D1,6,46231.99,12535.03,2,0,3,1
56,Female,Married,PhD,44072.45,3672.7,Employed,0.31,760,16825.91,Car,8.71,36,532.79,B1,0,57943.99,35975.68,2,0,2,1
33,Male,Married,Master's,66648.07,5554.01,Employed,0.185,653,8202.55,Business,12.83,36,275.71,D4,6,55297.88,18326.8,2,0,2,1
63,Male,Single,Bachelor's,49251.89,4104.32,Employed,0.247,850,35041.07,Vacation,10.93,60,760.66,A1,3,65721.83,56615.6,2,0,3,1
23,Male,Married,Bachelor's,55774.33,4647.86,Student,0.144,642,4684.41,Debt consolidation,11.35,60,102.67,D4,2,68716.73,50885.04,1,0,1,1
53,Male,Married,Bachelor's,25010.77,2084.23,Employed,0.072,727,21311.79,Debt consolidation,9.03,36,678.01,C4,7,32947.14,23966.28,2,2,2,1
26,Male,Single,Bachelor's,32468.88,2705.74,Unemployed,0.035,687,22272.41,Debt consolidation,14.78,36,769.68,C2,6,34953.76,9444.4,3,1,3,1
70,Male,Married,High School,55546.79,4628.9,Employed,0.225,613,22047.06,Other,13.93,36,752.77,D3,4,77958.34,48955.55,1,0,2,1
30,Male,Married,Bachelor's,56310,4692.5,Employed,0.116,557,36771.19,Home,15.19,60,878.46,F5,3,64125.69,16974.59,0,0,0,1
25,Male,Single,Bachelor's,39870.12,3322.51,Employed,0.285,693,16356.62,Debt consolidation,12.3,36,545.62,C4,7,31292.82,24099.78,2,0,2,1
43,Female,Married,High School,55287.07,4607.26,Student,0.113,789,15510,Home,9.18,36,494.51,B4,2,74081.84,51067.87,2,0,2,1
30,Female,Single,Other,22003.59,1833.63,Self-employed,0.14,740,21366.31,Other,13.25,60,488.89,B1,4,27984.69,18404.95,2,0,2,1
64,Male,Married,High School,53781.9,4481.82,Employed,0.197,765,40321.3,Education,11.21,36,1324.08,B5,6,38082.61,27815.19,4,0,5,1
22,Male,Single,Bachelor's,62735.57,5227.96,Self-employed,0.037,671,27409.26,Other,12.2,36,913,C4,1,44659.96,19198.15,0,0,1,1
33,Male,Married,Bachelor's,36163.49,3013.62,Employed,0.09,678,11610.96,Car,10.03,60,246.87,C1,4,50379.25,8498.67,0,0,1,1
60,Female,Single,Bachelor's,40147.78,3345.65,Employed,0.33,722,39324.57,Home,11.7,60,868.8,C4,5,44068.28,33949.34,2,1,4,1
22,Female,Single,High School,10664.6,888.72,Employed,0.257,730,16064.21,Debt consolidation,12.29,36,535.79,C3,4,17916.85,7260.1,4,0,4,1
40,Male,Married,Bachelor's,82946.22,6912.18,Retired,0.027,617,17231.05,Education,12.46,36,576.11,D5,3,50704.19,46178.72,1,0,1,1
21,Male,Married,High School,44525.25,3710.44,Employed,0.084,587,32911.21,Home,9.87,36,1059.94,E2,11,59545.18,19004.04,4,0,4,1
57,Male,Married,Bachelor's,51335.84,4277.99,Student,0.271,618,15222.83,Debt consolidation,13,36,512.92,D3,3,32313.12,18304.61,1,0,1,0
29,Male,Married,High School,44217.91,3684.83,Employed,0.167,564,9274.06,Home,18.05,36,335.51,F2,4,60691.58,44862.34,3,0,4,1
37,Female,Married,High School,47734.49,3977.87,Employed,0.33,677,21071.05,Home,12.19,36,701.77,C2,3,62533.1,50143.23,6,0,7,1
29,Female,Married,Other,45733.19,3811.1,Employed,0.112,695,29208.02,Medical,11.85,36,968.03,C2,6,72290.96,49233.39,1,0,1,1
31,Male,Single,Bachelor's,87838.26,7319.86,Self-employed,0.121,654,9786.89,Other,16.64,36,347.18,D3,4,81353.02,45328.89,5,0,5,1
35,Female,Single,High School,160295.47,13357.96,Employed,0.348,768,21755.05,Education,9.58,36,697.69,B2,6,160296.06,141050.87,2,0,2,1
44,Male,Single,Other,69639.73,5803.31,Employed,0.223,663,11785.66,Home,14.74,36,407.05,D4,7,100763.74,26845.79,6,0,6,1
58,Male,Single,High School,76692.45,6391.04,Employed,0.15,568,9527.43,Other,14.79,60,225.61,F3,8,93166.82,86608.69,2,0,2,0
75,Female,Single,High School,27717.89,2309.82,Employed,0.254,667,9037.55,Car,13.34,60,207.21,D2,9,24585.37,13001.99,2,0,2,1
55,Female,Divorced,High School,31822.83,2651.9,Employed,0.229,577,23871.94,Car,14.98,36,827.29,F3,3,38361.65,5606,1,0,1,1
50,Male,Married,Master's,45189.03,3765.75,Employed,0.483,645,20358.9,Business,11.5,36,671.36,D1,8,72410.55,56896.55,3,0,3,1
51,Male,Divorced,Bachelor's,50081.29,4173.44,Employed,0.06,703,21099.22,Debt consolidation,13.56,60,486.14,C4,7,42262.86,14378.91,1,0,1,1
69,Female,Widowed,High School,45456.41,3788.03,Employed,0.282,705,23527.98,Other,12.79,60,532.81,C3,3,46147.95,42181.26,1,0,2,1
25,Female,Single,High School,20360.91,1696.74,Retired,0.132,653,6150.14,Home,11.25,60,134.49,D5,4,24572.06,12784.23,2,0,2,1
64,Male,Single,Bachelor's,28223.95,2352,Employed,0.073,667,8714.78,Car,9.31,60,182.22,D4,3,44304.24,16866.03,0,0,2,1
70,Male,Married,Bachelor's,29123.04,2426.92,Employed,0.082,626,4235.74,Vacation,13.3,36,143.33,D2,6,21893.76,17848.45,3,0,4,1
34,Male,Married,Master's,47921.29,3993.44,Employed,0.263,668,26924.29,Car,13.06,36,907.96,D2,5,63865.86,15583.84,4,0,5,1
73,Female,Married,Bachelor's,29954.87,2496.24,Employed,0.046,718,22454.46,Debt consolidation,11.14,36,736.62,C1,5,26738.86,24830.77,1,0,1,1
31,Female,Married,Bachelor's,32144.48,2678.71,Employed,0.289,712,5470.13,Other,11.2,60,119.48,C4,5,47295.74,30706.61,1,0,4,1
29,Male,Single,Master's,30985.34,2582.11,Unemployed,0.045,638,16133.44,Car,13.17,36,544.92,D3,3,22162.02,16048.37,3,0,3,0
54,Female,Single,Bachelor's,52885.18,4407.1,Employed,0.014,675,15335.69,Business,14.1,36,524.88,C4,4,42750.93,19341.36,3,0,3,1
32,Female,Single,Bachelor's,74676.81,6223.07,Employed,0.25,745,23494.66,Debt consolidation,10.05,36,758.66,B1,4,77706.28,11452.73,3,0,3,1
55,Male,Single,High School,22491.03,1874.25,Self-employed,0.141,734,2568.01,Debt consolidation,9.84,36,82.67,C4,6,31983.29,27624.49,0,0,0,1
55,Male,Married,Bachelor's,57358.13,4779.84,Self-employed,0.036,665,19992.84,Home,14.11,60,466.34,D2,4,39017.42,19076.97,1,0,1,1
21,Female,Single,Master's,21093.67,1757.81,Self-employed,0.216,673,16866.74,Debt consolidation,10.58,60,363.2,C3,12,30854.27,13719.45,6,0,6,1
60,Female,Widowed,High School,53676.45,4473.04,Employed,0.2,705,6975.57,Debt consolidation,8.16,60,141.97,C3,6,35398.55,14510.85,5,0,5,1
42,Female,Single,Bachelor's,16987.27,1415.61,Self-employed,0.086,698,25569.73,Debt consolidation,12.46,60,574.75,C2,5,22004.72,10855.97,0,0,2,1
49,Female,Divorced,Bachelor's,83195.06,6932.92,Retired,0.155,732,17192.53,Car,14.07,60,400.66,C4,4,75262.86,48870.01,0,0,1,1
28,Male,Married,High School,30819.25,2568.27,Employed,0.344,754,15148.91,Debt consolidation,4.8,36,452.67,B3,4,34384.1,27296.27,5,0,5,1
31,Male,Married,High School,41331.27,3444.27,Employed,0.097,691,21585.66,Other,10.59,36,702.5,C3,5,40942.63,11655.8,1,0,2,1
61,Female,Single,High School,38886.77,3240.56,Unemployed,0.331,787,21742.84,Car,11.28,36,714.72,B3,6,37984.32,6575.85,0,0,1,0
57,Male,Married,Bachelor's,82071.07,6839.26,Student,0.235,698,7386.35,Debt consolidation,13.89,36,252.05,C4,10,71685.95,22822.94,2,0,3,1
34,Female,Married,Bachelor's,24452.29,2037.69,Employed,0.18,600,20760.07,Debt consolidation,12.42,36,693.7,E4,7,20651.18,18773.77,3,0,3,1
50,Female,Single,Bachelor's,35147.68,2928.97,Retired,0.287,703,28754.57,Home,10.77,36,938.26,C3,3,46210.93,35818.84,2,0,3,1
55,Female,Single,High School,39879.56,3323.3,Self-employed,0.231,704,21782.44,Home,13.59,36,740.14,C5,5,49340.07,41150.41,0,0,0,1
41,Male,Single,Bachelor's,65156.51,5429.71,Self-employed,0.208,684,21927.87,Car,13.69,36,746.15,C1,7,94683.31,67384.14,3,0,5,1
57,Female,Single,High School,23011.68,1917.64,Employed,0.284,719,9383.77,Education,7.23,36,290.73,C4,3,25331.44,6386.94,3,0,3,1
25,Female,Single,High School,10085.64,840.47,Employed,0.058,612,11590.1,Debt consolidation,14.14,60,270.52,D1,7,19517.03,7630.1,2,0,2,1
39,Female,Married,Bachelor's,18239.44,1519.95,Employed,0.135,654,8118.01,Debt consolidation,14.69,60,191.81,D3,5,14793.95,9164.09,1,0,2,1
34,Female,Single,Bachelor's,56082.31,4673.53,Employed,0.353,630,35214.16,Home,12.28,60,788.31,D1,2,42435.33,37970.65,1,0,2,1
46,Male,Married,Master's,38006.5,3167.21,Self-employed,0.458,743,21175.17,Other,10.5,36,688.24,B2,5,51153.44,47056.72,0,0,0,1
24,Male,Married,High School,34826.78,2902.23,Employed,0.04,612,23753.81,Debt consolidation,14.84,36,821.57,D3,7,55822.64,12696.2,0,0,2,1
45,Male,Married,Bachelor's,21858.8,1821.57,Employed,0.323,695,21017.26,Debt consolidation,9.62,36,674.42,C3,3,23900.79,11555.37,2,0,2,1
65,Male,Single,Bachelor's,37862.78,3155.23,Employed,0.236,665,18989.57,Debt consolidation,15.1,36,659.21,D5,3,40225.51,26396.55,3,0,3,1
62,Female,Married,Bachelor's,49289.92,4107.49,Employed,0.156,647,10861.48,Debt consolidation,12.2,60,242.71,D3,4,61743.78,40622.86,1,0,1,0
45,Female,Single,High School,33826.16,2818.85,Self-employed,0.284,773,25528.05,Debt consolidation,9.94,36,823,B1,3,24186.17,21326.43,4,1,4,1
38,Female,Single,Master's,79066.92,6588.91,Employed,0.124,844,11678.39,Other,9.56,36,374.42,A3,5,115457.76,85215.01,0,1,0,1
60,Female,Single,Bachelor's,60260.06,5021.67,Unemployed,0.143,646,8599.54,Debt consolidation,15.43,36,299.92,D3,11,94699.96,71338.51,0,0,1,0
28,Male,Divorced,Master's,33550.83,2795.9,Self-employed,0.014,612,11186.13,Other,16.55,36,396.32,D2,2,29320.75,16767.54,1,0,1,1
